,date,action
292,2021-10-25 05:05:00+00:00,[1.]
293,2021-10-25 05:06:00+00:00,[-0.0725078]
294,2021-10-25 05:07:00+00:00,[1.]
295,2021-10-25 05:08:00+00:00,[0.9195733]
296,2021-10-25 05:09:00+00:00,[-0.59293616]
297,2021-10-25 05:10:00+00:00,[0.13688804]
298,2021-10-25 05:11:00+00:00,[0.31699586]
299,2021-10-25 05:12:00+00:00,[-0.33785233]
300,2021-10-25 05:13:00+00:00,[0.11453529]
301,2021-10-25 05:14:00+00:00,[1.]
302,2021-10-25 05:15:00+00:00,[-0.71535754]
303,2021-10-25 05:16:00+00:00,[-0.29104444]
304,2021-10-25 05:17:00+00:00,[-0.5364889]
305,2021-10-25 05:18:00+00:00,[0.16829671]
306,2021-10-25 05:19:00+00:00,[0.44339526]
307,2021-10-25 05:20:00+00:00,[-0.2474195]
308,2021-10-25 05:21:00+00:00,[-0.00233266]
309,2021-10-25 05:22:00+00:00,[0.64687705]
310,2021-10-25 05:23:00+00:00,[-0.23180401]
311,2021-10-25 05:24:00+00:00,[1.]
312,2021-10-25 05:25:00+00:00,[0.58222985]
313,2021-10-25 05:26:00+00:00,[0.8812473]
314,2021-10-25 05:27:00+00:00,[-0.8341985]
315,2021-10-25 05:28:00+00:00,[1.]
316,2021-10-25 05:29:00+00:00,[0.67063]
317,2021-10-25 05:30:00+00:00,[0.2744817]
318,2021-10-25 05:31:00+00:00,[-1.]
319,2021-10-25 05:32:00+00:00,[0.47969514]
320,2021-10-25 05:33:00+00:00,[0.7993017]
321,2021-10-25 05:34:00+00:00,[-1.]
322,2021-10-25 05:35:00+00:00,[-0.24682707]
323,2021-10-25 05:36:00+00:00,[-0.49035254]
324,2021-10-25 05:37:00+00:00,[0.82810223]
325,2021-10-25 05:38:00+00:00,[-0.0429309]
326,2021-10-25 05:39:00+00:00,[0.8570589]
327,2021-10-25 05:40:00+00:00,[0.9869135]
328,2021-10-25 05:41:00+00:00,[-0.10410446]
329,2021-10-25 05:42:00+00:00,[-0.17831782]
330,2021-10-25 05:43:00+00:00,[1.]
331,2021-10-25 05:44:00+00:00,[1.]
332,2021-10-25 05:45:00+00:00,[1.]
333,2021-10-25 05:46:00+00:00,[0.00929612]
334,2021-10-25 05:47:00+00:00,[-0.685799]
335,2021-10-25 05:48:00+00:00,[0.7651317]
336,2021-10-25 05:49:00+00:00,[1.]
337,2021-10-25 05:50:00+00:00,[-0.49492648]
338,2021-10-25 05:51:00+00:00,[-1.]
339,2021-10-25 05:52:00+00:00,[-0.2917701]
340,2021-10-25 05:53:00+00:00,[-0.74396634]
341,2021-10-25 05:54:00+00:00,[1.]
342,2021-10-25 05:55:00+00:00,[0.44392908]
343,2021-10-25 05:56:00+00:00,[1.]
344,2021-10-25 05:57:00+00:00,[-0.39748973]
345,2021-10-25 05:58:00+00:00,[1.]
346,2021-10-25 05:59:00+00:00,[1.]
347,2021-10-25 06:00:00+00:00,[-0.27125716]
348,2021-10-25 06:01:00+00:00,[0.4855581]
349,2021-10-25 06:02:00+00:00,[-0.63554716]
350,2021-10-25 06:03:00+00:00,[0.51717573]
351,2021-10-25 06:04:00+00:00,[-0.86219263]
352,2021-10-25 06:05:00+00:00,[1.]
353,2021-10-25 06:06:00+00:00,[-0.27029455]
354,2021-10-25 06:07:00+00:00,[-1.]
355,2021-10-25 06:08:00+00:00,[1.]
356,2021-10-25 06:09:00+00:00,[-0.02722445]
357,2021-10-25 06:10:00+00:00,[1.]
358,2021-10-25 06:11:00+00:00,[1.]
359,2021-10-25 06:12:00+00:00,[-0.85261035]
360,2021-10-25 06:13:00+00:00,[0.49338073]
361,2021-10-25 06:14:00+00:00,[0.71444935]
362,2021-10-25 06:15:00+00:00,[1.]
363,2021-10-25 06:16:00+00:00,[-0.8195552]
364,2021-10-25 06:17:00+00:00,[0.11168337]
365,2021-10-25 06:18:00+00:00,[1.]
366,2021-10-25 06:19:00+00:00,[1.]
367,2021-10-25 06:20:00+00:00,[0.7444313]
368,2021-10-25 06:21:00+00:00,[-0.35713822]
369,2021-10-25 06:22:00+00:00,[1.]
370,2021-10-25 06:23:00+00:00,[1.]
371,2021-10-25 06:24:00+00:00,[-0.2762499]
372,2021-10-25 06:25:00+00:00,[-0.01360387]
373,2021-10-25 06:26:00+00:00,[0.68380594]
374,2021-10-25 06:27:00+00:00,[1.]
375,2021-10-25 06:28:00+00:00,[-1.]
376,2021-10-25 06:29:00+00:00,[1.]
377,2021-10-25 06:30:00+00:00,[0.47300386]
378,2021-10-25 06:31:00+00:00,[1.]
379,2021-10-25 06:32:00+00:00,[-0.6921712]
380,2021-10-25 06:33:00+00:00,[1.]
381,2021-10-25 06:34:00+00:00,[-0.23804128]
382,2021-10-25 06:35:00+00:00,[-0.35342953]
383,2021-10-25 06:36:00+00:00,[0.20820042]
384,2021-10-25 06:37:00+00:00,[-1.]
385,2021-10-25 06:38:00+00:00,[-0.28346285]
386,2021-10-25 06:39:00+00:00,[1.]
387,2021-10-25 06:40:00+00:00,[1.]
388,2021-10-25 06:41:00+00:00,[-0.28840002]
389,2021-10-25 06:42:00+00:00,[1.]
390,2021-10-25 06:43:00+00:00,[1.]
391,2021-10-25 06:44:00+00:00,[1.]
392,2021-10-25 06:45:00+00:00,[0.23959723]
393,2021-10-25 06:46:00+00:00,[-1.]
394,2021-10-25 06:47:00+00:00,[1.]
395,2021-10-25 06:48:00+00:00,[1.]
396,2021-10-25 06:49:00+00:00,[1.]
397,2021-10-25 06:50:00+00:00,[0.2937075]
398,2021-10-25 06:51:00+00:00,[0.29348984]
399,2021-10-25 06:52:00+00:00,[0.05681267]
400,2021-10-25 06:53:00+00:00,[-0.14351016]
401,2021-10-25 06:54:00+00:00,[-1.]
402,2021-10-25 06:55:00+00:00,[0.73127407]
403,2021-10-25 06:56:00+00:00,[1.]
404,2021-10-25 06:57:00+00:00,[-0.5854343]
405,2021-10-25 06:58:00+00:00,[0.22374909]
406,2021-10-25 06:59:00+00:00,[-1.]
407,2021-10-25 07:00:00+00:00,[-1.]
408,2021-10-25 07:01:00+00:00,[1.]
409,2021-10-25 07:02:00+00:00,[-0.7408508]
410,2021-10-25 07:03:00+00:00,[1.]
411,2021-10-25 07:04:00+00:00,[-1.]
412,2021-10-25 07:05:00+00:00,[-1.]
413,2021-10-25 07:06:00+00:00,[0.14694268]
414,2021-10-25 07:07:00+00:00,[1.]
415,2021-10-25 07:08:00+00:00,[1.]
416,2021-10-25 07:09:00+00:00,[-0.5700035]
417,2021-10-25 07:10:00+00:00,[-0.4365475]
418,2021-10-25 07:11:00+00:00,[-1.]
419,2021-10-25 07:12:00+00:00,[-0.6977183]
420,2021-10-25 07:13:00+00:00,[1.]
421,2021-10-25 07:14:00+00:00,[-1.]
422,2021-10-25 07:15:00+00:00,[1.]
423,2021-10-25 07:16:00+00:00,[0.79350156]
424,2021-10-25 07:17:00+00:00,[-1.]
425,2021-10-25 07:18:00+00:00,[0.63081986]
426,2021-10-25 07:19:00+00:00,[0.08724028]
427,2021-10-25 07:20:00+00:00,[-0.05008459]
428,2021-10-25 07:21:00+00:00,[1.]
429,2021-10-25 07:22:00+00:00,[1.]
430,2021-10-25 07:23:00+00:00,[-1.]
431,2021-10-25 07:24:00+00:00,[0.1155647]
432,2021-10-25 07:25:00+00:00,[1.]
433,2021-10-25 07:26:00+00:00,[0.04849792]
434,2021-10-25 07:27:00+00:00,[-1.]
435,2021-10-25 07:28:00+00:00,[-1.]
436,2021-10-25 07:29:00+00:00,[0.15707709]
437,2021-10-25 07:30:00+00:00,[0.5986144]
438,2021-10-25 07:31:00+00:00,[1.]
439,2021-10-25 07:32:00+00:00,[1.]
440,2021-10-25 07:33:00+00:00,[1.]
441,2021-10-25 07:34:00+00:00,[0.06645596]
442,2021-10-25 07:35:00+00:00,[0.3850505]
443,2021-10-25 07:36:00+00:00,[-1.]
444,2021-10-25 07:37:00+00:00,[0.59632796]
445,2021-10-25 07:38:00+00:00,[0.6995475]
446,2021-10-25 07:39:00+00:00,[1.]
447,2021-10-25 07:40:00+00:00,[0.8583962]
448,2021-10-25 07:41:00+00:00,[-0.08737761]
449,2021-10-25 07:42:00+00:00,[0.57786]
450,2021-10-25 07:43:00+00:00,[-0.8858731]
451,2021-10-25 07:44:00+00:00,[1.]
452,2021-10-25 07:45:00+00:00,[1.]
453,2021-10-25 07:46:00+00:00,[0.41063422]
454,2021-10-25 07:47:00+00:00,[-1.]
455,2021-10-25 07:48:00+00:00,[0.33965358]
456,2021-10-25 07:49:00+00:00,[1.]
457,2021-10-25 07:50:00+00:00,[1.]
458,2021-10-25 07:51:00+00:00,[-1.]
459,2021-10-25 07:52:00+00:00,[-0.16115358]
460,2021-10-25 07:53:00+00:00,[1.]
461,2021-10-25 07:54:00+00:00,[0.62140536]
462,2021-10-25 07:55:00+00:00,[0.17955992]
463,2021-10-25 07:56:00+00:00,[-1.]
464,2021-10-25 07:57:00+00:00,[-0.6480985]
465,2021-10-25 07:58:00+00:00,[-0.5652553]
466,2021-10-25 07:59:00+00:00,[-1.]
467,2021-10-25 08:00:00+00:00,[0.00144839]
468,2021-10-25 08:01:00+00:00,[0.83011496]
469,2021-10-25 08:02:00+00:00,[-0.38203615]
470,2021-10-25 08:03:00+00:00,[1.]
471,2021-10-25 08:04:00+00:00,[1.]
472,2021-10-25 08:05:00+00:00,[-1.]
473,2021-10-25 08:06:00+00:00,[-1.]
474,2021-10-25 08:07:00+00:00,[1.]
475,2021-10-25 08:08:00+00:00,[0.81709903]
476,2021-10-25 08:09:00+00:00,[0.19427212]
477,2021-10-25 08:10:00+00:00,[1.]
478,2021-10-25 08:11:00+00:00,[1.]
479,2021-10-25 08:12:00+00:00,[0.17681426]
480,2021-10-25 08:13:00+00:00,[-0.52506]
481,2021-10-25 08:14:00+00:00,[1.]
482,2021-10-25 08:15:00+00:00,[-0.252359]
483,2021-10-25 08:16:00+00:00,[1.]
484,2021-10-25 08:17:00+00:00,[0.0447163]
485,2021-10-25 08:18:00+00:00,[0.13177913]
486,2021-10-25 08:19:00+00:00,[-1.]
487,2021-10-25 08:20:00+00:00,[1.]
488,2021-10-25 08:21:00+00:00,[1.]
489,2021-10-25 08:22:00+00:00,[1.]
490,2021-10-25 08:23:00+00:00,[-0.46040216]
491,2021-10-25 08:24:00+00:00,[0.16399083]
492,2021-10-25 08:25:00+00:00,[0.52960557]
493,2021-10-25 08:26:00+00:00,[1.]
494,2021-10-25 08:27:00+00:00,[1.]
495,2021-10-25 08:28:00+00:00,[1.]
496,2021-10-25 08:29:00+00:00,[0.74359536]
497,2021-10-25 08:30:00+00:00,[1.]
498,2021-10-25 08:31:00+00:00,[-1.]
499,2021-10-25 08:32:00+00:00,[0.75252986]
500,2021-10-25 08:33:00+00:00,[-0.03363213]
501,2021-10-25 08:34:00+00:00,[0.901729]
502,2021-10-25 08:35:00+00:00,[1.]
503,2021-10-25 08:36:00+00:00,[1.]
504,2021-10-25 08:37:00+00:00,[1.]
505,2021-10-25 08:38:00+00:00,[1.]
506,2021-10-25 08:39:00+00:00,[-0.20261845]
507,2021-10-25 08:40:00+00:00,[0.08535966]
508,2021-10-25 08:41:00+00:00,[-0.86325765]
509,2021-10-25 08:42:00+00:00,[1.]
510,2021-10-25 08:43:00+00:00,[1.]
511,2021-10-25 08:44:00+00:00,[0.6516467]
512,2021-10-25 08:45:00+00:00,[0.06333074]
513,2021-10-25 08:46:00+00:00,[0.57330775]
514,2021-10-25 08:47:00+00:00,[0.44846216]
515,2021-10-25 08:48:00+00:00,[0.34722197]
516,2021-10-25 08:49:00+00:00,[0.915216]
517,2021-10-25 08:50:00+00:00,[0.24974155]
518,2021-10-25 08:51:00+00:00,[0.5559478]
519,2021-10-25 08:52:00+00:00,[0.15431243]
520,2021-10-25 08:53:00+00:00,[0.6720408]
521,2021-10-25 08:54:00+00:00,[0.6276122]
522,2021-10-25 08:55:00+00:00,[1.]
523,2021-10-25 08:56:00+00:00,[1.]
524,2021-10-25 08:57:00+00:00,[1.]
525,2021-10-25 08:58:00+00:00,[1.]
526,2021-10-25 08:59:00+00:00,[1.]
527,2021-10-25 09:00:00+00:00,[0.8220288]
528,2021-10-25 09:01:00+00:00,[-1.]
529,2021-10-25 09:02:00+00:00,[1.]
530,2021-10-25 09:03:00+00:00,[-0.32208562]
531,2021-10-25 09:04:00+00:00,[-0.71255153]
