,date,action
0,2021-10-25 00:13:00+00:00,[1.]
1,2021-10-25 00:14:00+00:00,[1.]
2,2021-10-25 00:15:00+00:00,[0.06686091]
3,2021-10-25 00:16:00+00:00,[0.24019098]
4,2021-10-25 00:17:00+00:00,[0.8511929]
5,2021-10-25 00:18:00+00:00,[1.]
6,2021-10-25 00:19:00+00:00,[1.]
7,2021-10-25 00:20:00+00:00,[1.]
8,2021-10-25 00:21:00+00:00,[1.]
9,2021-10-25 00:22:00+00:00,[0.4961244]
10,2021-10-25 00:23:00+00:00,[1.]
11,2021-10-25 00:24:00+00:00,[1.]
12,2021-10-25 00:25:00+00:00,[1.]
13,2021-10-25 00:26:00+00:00,[0.04330981]
14,2021-10-25 00:27:00+00:00,[0.3839574]
15,2021-10-25 00:28:00+00:00,[0.0704776]
16,2021-10-25 00:29:00+00:00,[1.]
17,2021-10-25 00:30:00+00:00,[1.]
18,2021-10-25 00:31:00+00:00,[1.]
19,2021-10-25 00:32:00+00:00,[0.24853313]
20,2021-10-25 00:33:00+00:00,[1.]
21,2021-10-25 00:34:00+00:00,[0.5171475]
22,2021-10-25 00:35:00+00:00,[1.]
23,2021-10-25 00:36:00+00:00,[1.]
24,2021-10-25 00:37:00+00:00,[1.]
25,2021-10-25 00:38:00+00:00,[0.4969762]
26,2021-10-25 00:39:00+00:00,[0.7656338]
27,2021-10-25 00:40:00+00:00,[1.]
28,2021-10-25 00:41:00+00:00,[0.818877]
29,2021-10-25 00:42:00+00:00,[-0.3623513]
30,2021-10-25 00:43:00+00:00,[-0.8569443]
31,2021-10-25 00:44:00+00:00,[-0.5128294]
32,2021-10-25 00:45:00+00:00,[1.]
33,2021-10-25 00:46:00+00:00,[0.31285328]
34,2021-10-25 00:47:00+00:00,[0.8787124]
35,2021-10-25 00:48:00+00:00,[1.]
36,2021-10-25 00:49:00+00:00,[1.]
37,2021-10-25 00:50:00+00:00,[1.]
38,2021-10-25 00:51:00+00:00,[1.]
39,2021-10-25 00:52:00+00:00,[1.]
40,2021-10-25 00:53:00+00:00,[1.]
41,2021-10-25 00:54:00+00:00,[1.]
42,2021-10-25 00:55:00+00:00,[1.]
43,2021-10-25 00:56:00+00:00,[1.]
44,2021-10-25 00:57:00+00:00,[1.]
45,2021-10-25 00:58:00+00:00,[0.4874323]
46,2021-10-25 00:59:00+00:00,[1.]
47,2021-10-25 01:00:00+00:00,[1.]
48,2021-10-25 01:01:00+00:00,[1.]
49,2021-10-25 01:02:00+00:00,[0.19023973]
50,2021-10-25 01:03:00+00:00,[1.]
51,2021-10-25 01:04:00+00:00,[1.]
52,2021-10-25 01:05:00+00:00,[1.]
53,2021-10-25 01:06:00+00:00,[1.]
54,2021-10-25 01:07:00+00:00,[1.]
55,2021-10-25 01:08:00+00:00,[0.4435736]
56,2021-10-25 01:09:00+00:00,[1.]
57,2021-10-25 01:10:00+00:00,[0.7126914]
58,2021-10-25 01:11:00+00:00,[0.95679075]
59,2021-10-25 01:12:00+00:00,[1.]
60,2021-10-25 01:13:00+00:00,[0.35874772]
61,2021-10-25 01:14:00+00:00,[1.]
62,2021-10-25 01:15:00+00:00,[0.12364995]
63,2021-10-25 01:16:00+00:00,[1.]
64,2021-10-25 01:17:00+00:00,[0.73717916]
65,2021-10-25 01:18:00+00:00,[-0.06291616]
66,2021-10-25 01:19:00+00:00,[0.8788981]
67,2021-10-25 01:20:00+00:00,[0.08847594]
68,2021-10-25 01:21:00+00:00,[1.]
69,2021-10-25 01:22:00+00:00,[1.]
70,2021-10-25 01:23:00+00:00,[1.]
71,2021-10-25 01:24:00+00:00,[1.]
72,2021-10-25 01:25:00+00:00,[1.]
73,2021-10-25 01:26:00+00:00,[0.9568076]
74,2021-10-25 01:27:00+00:00,[1.]
75,2021-10-25 01:28:00+00:00,[-0.93321586]
76,2021-10-25 01:29:00+00:00,[0.9863622]
77,2021-10-25 01:30:00+00:00,[0.67258096]
78,2021-10-25 01:31:00+00:00,[1.]
79,2021-10-25 01:32:00+00:00,[1.]
80,2021-10-25 01:33:00+00:00,[0.64254373]
81,2021-10-25 01:34:00+00:00,[1.]
82,2021-10-25 01:35:00+00:00,[0.5313535]
83,2021-10-25 01:36:00+00:00,[1.]
84,2021-10-25 01:37:00+00:00,[1.]
85,2021-10-25 01:38:00+00:00,[-0.05970836]
86,2021-10-25 01:39:00+00:00,[1.]
87,2021-10-25 01:40:00+00:00,[0.6739058]
88,2021-10-25 01:41:00+00:00,[0.68432647]
89,2021-10-25 01:42:00+00:00,[1.]
90,2021-10-25 01:43:00+00:00,[0.32911053]
91,2021-10-25 01:44:00+00:00,[1.]
92,2021-10-25 01:45:00+00:00,[0.8860857]
93,2021-10-25 01:46:00+00:00,[1.]
94,2021-10-25 01:47:00+00:00,[-0.2989192]
95,2021-10-25 01:48:00+00:00,[1.]
96,2021-10-25 01:49:00+00:00,[0.18216348]
97,2021-10-25 01:50:00+00:00,[1.]
98,2021-10-25 01:51:00+00:00,[0.49061537]
99,2021-10-25 01:52:00+00:00,[0.13428581]
100,2021-10-25 01:53:00+00:00,[1.]
101,2021-10-25 01:54:00+00:00,[1.]
102,2021-10-25 01:55:00+00:00,[1.]
103,2021-10-25 01:56:00+00:00,[1.]
104,2021-10-25 01:57:00+00:00,[1.]
105,2021-10-25 01:58:00+00:00,[1.]
106,2021-10-25 01:59:00+00:00,[0.9038458]
107,2021-10-25 02:00:00+00:00,[1.]
108,2021-10-25 02:01:00+00:00,[1.]
109,2021-10-25 02:02:00+00:00,[1.]
110,2021-10-25 02:03:00+00:00,[0.5231117]
111,2021-10-25 02:04:00+00:00,[0.8149432]
112,2021-10-25 02:05:00+00:00,[0.41356945]
113,2021-10-25 02:06:00+00:00,[1.]
114,2021-10-25 02:07:00+00:00,[1.]
115,2021-10-25 02:08:00+00:00,[-0.23264027]
116,2021-10-25 02:09:00+00:00,[1.]
117,2021-10-25 02:10:00+00:00,[1.]
118,2021-10-25 02:11:00+00:00,[0.38728327]
119,2021-10-25 02:12:00+00:00,[0.72505593]
120,2021-10-25 02:13:00+00:00,[1.]
121,2021-10-25 02:14:00+00:00,[1.]
122,2021-10-25 02:15:00+00:00,[0.25167918]
123,2021-10-25 02:16:00+00:00,[0.73100674]
124,2021-10-25 02:17:00+00:00,[1.]
125,2021-10-25 02:18:00+00:00,[0.3721745]
126,2021-10-25 02:19:00+00:00,[-0.33679116]
127,2021-10-25 02:20:00+00:00,[1.]
128,2021-10-25 02:21:00+00:00,[1.]
129,2021-10-25 02:22:00+00:00,[1.]
130,2021-10-25 02:23:00+00:00,[1.]
131,2021-10-25 02:24:00+00:00,[0.28659248]
132,2021-10-25 02:25:00+00:00,[1.]
133,2021-10-25 02:26:00+00:00,[-0.38732076]
134,2021-10-25 02:27:00+00:00,[1.]
135,2021-10-25 02:28:00+00:00,[1.]
136,2021-10-25 02:29:00+00:00,[1.]
137,2021-10-25 02:30:00+00:00,[0.97204]
138,2021-10-25 02:31:00+00:00,[1.]
139,2021-10-25 02:32:00+00:00,[1.]
140,2021-10-25 02:33:00+00:00,[0.9978041]
141,2021-10-25 02:34:00+00:00,[1.]
142,2021-10-25 02:35:00+00:00,[0.7003025]
143,2021-10-25 02:36:00+00:00,[0.13764751]
144,2021-10-25 02:37:00+00:00,[1.]
145,2021-10-25 02:38:00+00:00,[1.]
146,2021-10-25 02:39:00+00:00,[0.29878575]
147,2021-10-25 02:40:00+00:00,[0.54076636]
148,2021-10-25 02:41:00+00:00,[1.]
149,2021-10-25 02:42:00+00:00,[1.]
150,2021-10-25 02:43:00+00:00,[0.6052795]
151,2021-10-25 02:44:00+00:00,[1.]
152,2021-10-25 02:45:00+00:00,[1.]
153,2021-10-25 02:46:00+00:00,[-0.5177535]
154,2021-10-25 02:47:00+00:00,[1.]
155,2021-10-25 02:48:00+00:00,[0.347219]
156,2021-10-25 02:49:00+00:00,[0.9647559]
157,2021-10-25 02:50:00+00:00,[0.02103198]
158,2021-10-25 02:51:00+00:00,[1.]
159,2021-10-25 02:52:00+00:00,[0.832246]
