,date,action
0,2021-10-25 00:13:00+00:00,[1.]
1,2021-10-25 00:14:00+00:00,[1.]
2,2021-10-25 00:15:00+00:00,[1.]
3,2021-10-25 00:16:00+00:00,[1.]
4,2021-10-25 00:17:00+00:00,[1.]
5,2021-10-25 00:18:00+00:00,[0.00823081]
6,2021-10-25 00:19:00+00:00,[-0.00199419]
7,2021-10-25 00:20:00+00:00,[-0.7506226]
8,2021-10-25 00:21:00+00:00,[-0.5577257]
9,2021-10-25 00:22:00+00:00,[0.9831242]
10,2021-10-25 00:23:00+00:00,[0.35214782]
11,2021-10-25 00:24:00+00:00,[0.7870314]
12,2021-10-25 00:25:00+00:00,[0.44999576]
13,2021-10-25 00:26:00+00:00,[1.]
14,2021-10-25 00:27:00+00:00,[1.]
15,2021-10-25 00:28:00+00:00,[-0.489527]
16,2021-10-25 00:29:00+00:00,[0.52571285]
17,2021-10-25 00:30:00+00:00,[1.]
18,2021-10-25 00:31:00+00:00,[0.29662055]
19,2021-10-25 00:32:00+00:00,[0.44137877]
20,2021-10-25 00:33:00+00:00,[0.76503754]
21,2021-10-25 00:34:00+00:00,[1.]
22,2021-10-25 00:35:00+00:00,[1.]
23,2021-10-25 00:36:00+00:00,[1.]
24,2021-10-25 00:37:00+00:00,[0.23098192]
25,2021-10-25 00:38:00+00:00,[1.]
26,2021-10-25 00:39:00+00:00,[-0.84859246]
27,2021-10-25 00:40:00+00:00,[1.]
28,2021-10-25 00:41:00+00:00,[1.]
29,2021-10-25 00:42:00+00:00,[0.859336]
30,2021-10-25 00:43:00+00:00,[-0.72185135]
31,2021-10-25 00:44:00+00:00,[0.22630998]
32,2021-10-25 00:45:00+00:00,[-0.8866612]
33,2021-10-25 00:46:00+00:00,[0.7148313]
34,2021-10-25 00:47:00+00:00,[0.07314155]
35,2021-10-25 00:48:00+00:00,[0.60407436]
36,2021-10-25 00:49:00+00:00,[0.03632116]
37,2021-10-25 00:50:00+00:00,[0.03705913]
38,2021-10-25 00:51:00+00:00,[1.]
39,2021-10-25 00:52:00+00:00,[-0.07308269]
40,2021-10-25 00:53:00+00:00,[0.2720215]
41,2021-10-25 00:54:00+00:00,[0.4499687]
42,2021-10-25 00:55:00+00:00,[1.]
43,2021-10-25 00:56:00+00:00,[0.3650935]
44,2021-10-25 00:57:00+00:00,[0.18772924]
45,2021-10-25 00:58:00+00:00,[1.]
46,2021-10-25 00:59:00+00:00,[-0.6712644]
47,2021-10-25 01:00:00+00:00,[0.250041]
48,2021-10-25 01:01:00+00:00,[1.]
49,2021-10-25 01:02:00+00:00,[-0.82909626]
50,2021-10-25 01:03:00+00:00,[1.]
51,2021-10-25 01:04:00+00:00,[1.]
52,2021-10-25 01:05:00+00:00,[-0.17723757]
53,2021-10-25 01:06:00+00:00,[0.4861217]
54,2021-10-25 01:07:00+00:00,[0.77557796]
55,2021-10-25 01:08:00+00:00,[0.43983388]
56,2021-10-25 01:09:00+00:00,[-0.30351302]
57,2021-10-25 01:10:00+00:00,[0.85422736]
58,2021-10-25 01:11:00+00:00,[-0.09064201]
59,2021-10-25 01:12:00+00:00,[0.51314396]
60,2021-10-25 01:13:00+00:00,[0.1674869]
61,2021-10-25 01:14:00+00:00,[0.87192404]
62,2021-10-25 01:15:00+00:00,[0.9786871]
63,2021-10-25 01:16:00+00:00,[-1.]
64,2021-10-25 01:17:00+00:00,[1.]
65,2021-10-25 01:18:00+00:00,[0.45610404]
66,2021-10-25 01:19:00+00:00,[0.8951279]
67,2021-10-25 01:20:00+00:00,[-0.25860065]
68,2021-10-25 01:21:00+00:00,[-0.83935606]
69,2021-10-25 01:22:00+00:00,[1.]
70,2021-10-25 01:23:00+00:00,[1.]
71,2021-10-25 01:24:00+00:00,[-0.27106506]
72,2021-10-25 01:25:00+00:00,[0.15171772]
73,2021-10-25 01:26:00+00:00,[-0.3673423]
74,2021-10-25 01:27:00+00:00,[-0.5160921]
75,2021-10-25 01:28:00+00:00,[0.40579936]
76,2021-10-25 01:29:00+00:00,[-0.34970826]
77,2021-10-25 01:30:00+00:00,[-0.1854167]
78,2021-10-25 01:31:00+00:00,[0.19540223]
79,2021-10-25 01:32:00+00:00,[-0.27443814]
80,2021-10-25 01:33:00+00:00,[0.4667421]
81,2021-10-25 01:34:00+00:00,[0.6065076]
82,2021-10-25 01:35:00+00:00,[0.09911752]
83,2021-10-25 01:36:00+00:00,[1.]
84,2021-10-25 01:37:00+00:00,[0.92297184]
85,2021-10-25 01:38:00+00:00,[1.]
86,2021-10-25 01:39:00+00:00,[-0.5817587]
87,2021-10-25 01:40:00+00:00,[0.24069509]
88,2021-10-25 01:41:00+00:00,[1.]
89,2021-10-25 01:42:00+00:00,[0.88048327]
90,2021-10-25 01:43:00+00:00,[-0.05136386]
91,2021-10-25 01:44:00+00:00,[-0.3683242]
92,2021-10-25 01:45:00+00:00,[1.]
93,2021-10-25 01:46:00+00:00,[1.]
94,2021-10-25 01:47:00+00:00,[1.]
95,2021-10-25 01:48:00+00:00,[1.]
96,2021-10-25 01:49:00+00:00,[0.5158995]
97,2021-10-25 01:50:00+00:00,[0.97985727]
98,2021-10-25 01:51:00+00:00,[-0.5132386]
99,2021-10-25 01:52:00+00:00,[-0.948355]
100,2021-10-25 01:53:00+00:00,[0.7470779]
101,2021-10-25 01:54:00+00:00,[1.]
102,2021-10-25 01:55:00+00:00,[-1.]
103,2021-10-25 01:56:00+00:00,[-1.]
104,2021-10-25 01:57:00+00:00,[0.39321938]
105,2021-10-25 01:58:00+00:00,[-1.]
106,2021-10-25 01:59:00+00:00,[1.]
107,2021-10-25 02:00:00+00:00,[1.]
108,2021-10-25 02:01:00+00:00,[1.]
109,2021-10-25 02:02:00+00:00,[1.]
110,2021-10-25 02:03:00+00:00,[1.]
111,2021-10-25 02:04:00+00:00,[1.]
112,2021-10-25 02:05:00+00:00,[0.824591]
113,2021-10-25 02:06:00+00:00,[-0.02094543]
114,2021-10-25 02:07:00+00:00,[1.]
115,2021-10-25 02:08:00+00:00,[0.22319731]
116,2021-10-25 02:09:00+00:00,[0.51978743]
117,2021-10-25 02:10:00+00:00,[-0.70867693]
118,2021-10-25 02:11:00+00:00,[0.35561457]
119,2021-10-25 02:12:00+00:00,[1.]
120,2021-10-25 02:13:00+00:00,[-0.1668346]
121,2021-10-25 02:14:00+00:00,[-0.35146654]
122,2021-10-25 02:15:00+00:00,[-0.4253447]
123,2021-10-25 02:16:00+00:00,[0.29737508]
124,2021-10-25 02:17:00+00:00,[-0.00257429]
125,2021-10-25 02:18:00+00:00,[0.06677848]
126,2021-10-25 02:19:00+00:00,[1.]
127,2021-10-25 02:20:00+00:00,[0.7242396]
128,2021-10-25 02:21:00+00:00,[0.21863812]
129,2021-10-25 02:22:00+00:00,[-0.47184524]
130,2021-10-25 02:23:00+00:00,[-0.32354254]
131,2021-10-25 02:24:00+00:00,[1.]
132,2021-10-25 02:25:00+00:00,[-0.7656827]
133,2021-10-25 02:26:00+00:00,[1.]
134,2021-10-25 02:27:00+00:00,[-0.2116256]
135,2021-10-25 02:28:00+00:00,[-1.]
136,2021-10-25 02:29:00+00:00,[0.5980604]
137,2021-10-25 02:30:00+00:00,[-0.6738657]
138,2021-10-25 02:31:00+00:00,[0.09570056]
139,2021-10-25 02:32:00+00:00,[0.44974852]
140,2021-10-25 02:33:00+00:00,[1.]
141,2021-10-25 02:34:00+00:00,[0.72757626]
142,2021-10-25 02:35:00+00:00,[-0.3205456]
143,2021-10-25 02:36:00+00:00,[-0.85407484]
144,2021-10-25 02:37:00+00:00,[-0.42830026]
145,2021-10-25 02:38:00+00:00,[0.34446365]
146,2021-10-25 02:39:00+00:00,[0.10223532]
147,2021-10-25 02:40:00+00:00,[1.]
148,2021-10-25 02:41:00+00:00,[-0.45210484]
149,2021-10-25 02:42:00+00:00,[1.]
150,2021-10-25 02:43:00+00:00,[-0.9389651]
151,2021-10-25 02:44:00+00:00,[-0.07555351]
152,2021-10-25 02:45:00+00:00,[1.]
153,2021-10-25 02:46:00+00:00,[0.32798672]
