,date,asset,pct_change
0,2021-10-25 00:13:00+00:00,10000.0,
1,2021-10-25 00:14:00+00:00,9997.540695,-0.00024593049999999117
2,2021-10-25 00:15:00+00:00,10001.033172500001,0.0003493336618023424
3,2021-10-25 00:16:00+00:00,9997.254309035001,-0.00037784730835521696
4,2021-10-25 00:17:00+00:00,9995.998693235,-0.0001255960647981169
5,2021-10-25 00:18:00+00:00,9989.546547985,-0.0006454727984674946
6,2021-10-25 00:19:00+00:00,9985.731952985,-0.00038185867413287333
7,2021-10-25 00:20:00+00:00,9983.280562985,-0.0002454892652375973
8,2021-10-25 00:21:00+00:00,9976.835917985001,-0.0006455438129120417
9,2021-10-25 00:22:00+00:00,9971.281307985,-0.0005567506617992768
10,2021-10-25 00:23:00+00:00,9970.068486585,-0.00012163144961407912
11,2021-10-25 00:24:00+00:00,9976.087739085,0.0006037323121801386
12,2021-10-25 00:25:00+00:00,9990.145071585,0.001409102733221257
13,2021-10-25 00:26:00+00:00,9991.903021585002,0.00017596841561395848
14,2021-10-25 00:27:00+00:00,9989.19149741,-0.0002713721469417285
15,2021-10-25 00:28:00+00:00,9970.57036831,-0.0018641277529646283
16,2021-10-25 00:29:00+00:00,9987.226147635001,0.00167049413521414
17,2021-10-25 00:30:00+00:00,9989.357770135,0.00021343488857561432
18,2021-10-25 00:31:00+00:00,9985.058360375002,-0.00043039901652663914
19,2021-10-25 00:32:00+00:00,9981.251360375001,-0.00038126967941509715
20,2021-10-25 00:33:00+00:00,10031.376860375,0.005021965502140624
21,2021-10-25 00:34:00+00:00,10017.417860375,-0.001391533803812961
22,2021-10-25 00:35:00+00:00,10025.666360375002,0.0008234157858812985
23,2021-10-25 00:36:00+00:00,10052.315360375,0.002658077682030635
24,2021-10-25 00:37:00+00:00,10044.066860375002,-0.0008205572253048299
25,2021-10-25 00:38:00+00:00,10047.873860374999,0.00037902973495884673
26,2021-10-25 00:39:00+00:00,10067.543360375003,0.0019575783168988004
27,2021-10-25 00:40:00+00:00,10065.005360375002,-0.00025209725045638454
28,2021-10-25 00:41:00+00:00,10049.777360375003,-0.0015129649170332327
29,2021-10-25 00:42:00+00:00,10055.487860375,0.0005682215431470627
30,2021-10-25 00:43:00+00:00,10066.869605070002,0.0011318938328046535
31,2021-10-25 00:44:00+00:00,10065.515080550002,-0.00013455270338635916
32,2021-10-25 00:45:00+00:00,10067.24001495,0.00017137070345585315
33,2021-10-25 00:46:00+00:00,10071.11154745,0.00038456741810577455
34,2021-10-25 00:47:00+00:00,10088.62111407,0.0017385932563156459
35,2021-10-25 00:48:00+00:00,10084.439100930002,-0.0004145277231361044
36,2021-10-25 00:49:00+00:00,10075.560300930001,-0.0008804455965411018
37,2021-10-25 00:50:00+00:00,10070.486700930001,-0.0005035551223421253
38,2021-10-25 00:51:00+00:00,10070.486700930001,0.0
39,2021-10-25 00:52:00+00:00,10102.19670093,0.003148805111581332
40,2021-10-25 00:53:00+00:00,10087.610100930002,-0.001443903779725031
41,2021-10-25 00:54:00+00:00,10159.908900930002,0.007167089060404308
42,2021-10-25 00:55:00+00:00,10171.95870093,0.00118601457134071
43,2021-10-25 00:56:00+00:00,10183.37430093,0.001122261733028429
44,2021-10-25 00:57:00+00:00,10173.86130093,-0.0009341697279191541
45,2021-10-25 00:58:00+00:00,10165.61670093,-0.0008103707880553479
46,2021-10-25 00:59:00+00:00,10174.495500930001,0.0008734147923548097
47,2021-10-25 01:00:00+00:00,10148.493300930002,-0.0025556254850790383
48,2021-10-25 01:01:00+00:00,10150.395900930002,0.00018747610542590998
49,2021-10-25 01:02:00+00:00,10149.12750093,-0.00012496064314937438
50,2021-10-25 01:03:00+00:00,10156.73790093,0.0007498575615787484
51,2021-10-25 01:04:00+00:00,10147.859100930002,-0.00087417831262393
52,2021-10-25 01:05:00+00:00,10134.540900930002,-0.0013124147534506747
53,2021-10-25 01:06:00+00:00,10125.027900930001,-0.0009386710353231908
54,2021-10-25 01:07:00+00:00,10111.709700930001,-0.00131537415307037
55,2021-10-25 01:08:00+00:00,10103.465100930001,-0.0008153517302066371
56,2021-10-25 01:09:00+00:00,10123.125300930002,0.0019458868619430802
57,2021-10-25 01:10:00+00:00,10134.540900930002,0.0011276754619398144
58,2021-10-25 01:11:00+00:00,10125.027900930001,-0.0009386710353231908
59,2021-10-25 01:12:00+00:00,10121.85690093,-0.0003131843221596542
60,2021-10-25 01:13:00+00:00,10142.151300930002,0.0020050075987674276
61,2021-10-25 01:14:00+00:00,10140.88290093,-0.00012506222421315716
62,2021-10-25 01:15:00+00:00,10126.296300930002,-0.0014383954673868882
63,2021-10-25 01:16:00+00:00,10133.272500930001,0.0006889192052732529
